	Age	Current Position	Name	Price	Shares Traded	Since	symbol
21	64.0	Independent Director	Abdulaziz Alkhayyal			2016.0	MPC.N
22	62.0	Independent Director	Evan Bayh			2011.0	MPC.N
23	68.0	Independent Director	Charles Bunch			2015.0	MPC.N
24	59.0	Independent Director	Steven Davis			2014.0	MPC.N
25		Independent Director	Gregory Goff			2018.0	MPC.N
26	60.0	Independent Director	Donna James			2011.0	MPC.N
27	69.0	Independent Director	James Rohr			2014.0	MPC.N
28	58.0	Independent Director	J. Michael Stice			2017.0	MPC.N
29	63.0	Independent Director	John Surma			2011.0	MPC.N
0	55.0	Chairman of the Board, President, Chief Executive Officer	C. Howard Nye			2014.0	MLM.N
1	47.0	Chief Financial Officer, Senior Vice President	James Nickolas			2017.0	MLM.N
2	59.0	Executive Vice President, General Counsel, Secretary	Roselyn Bar			2015.0	MLM.N
3	52.0	Senior Vice President, Chief Accounting Officer, Controller	Dana Guzzo			2015.0	MLM.N
4	60.0	Senior Vice President - Human Resources	Donald McCunniff			2011.0	MLM.N
5	63.0	Senior Vice President - Strategy & Development	Daniel Grant			2013.0	MLM.N
6	69.0	Lead Independent Director	Michael Quillen			2014.0	MLM.N
7	60.0	Director	Dorothy Ables			2018.0	MLM.N
8	67.0	Independent Director	Sue Cole			2002.0	MLM.N
9	70.0	Independent Director	Smith Davis				MLM.N
10	67.0	Independent Director	John Koraleski			2016.0	MLM.N
11	64.0	Independent Director	Laree Perez			2004.0	MLM.N
12	74.0	Independent Director	Dennis Rediker			2003.0	MLM.N
13	56.0	Independent Director	Donald Slager			2016.0	MLM.N
14	73.0	Independent Director	Stephen Zelnak			2018.0	MLM.N
15		Director, Investor Relations	Elisabeth Eisleben			2017.0	MLM.N
0	71.0	Independent Chairman of the Board	J. Michael Losh			2015.0	MAS.N
1	81.0	Chairman Emeritus	Richard Manoogian			2012.0	MAS.N
2	55.0	President, Chief Executive Officer, Director	Keith Allman			2014.0	MAS.N
3	59.0	Group President	Joseph Gross			2018.0	MAS.N
4	47.0	Group President	Jai Shah			2018.0	MAS.N
5	50.0	Chief Financial Officer, Vice President	John Sznewajs			2016.0	MAS.N
6	54.0	Group President - Global Plumbing	Richard O Reagan			2014.0	MAS.N
7	47.0	Chief Human Resource Officer, Vice President	Renee Straber			2014.0	MAS.N
8	54.0	Chief Accounting Officer, Vice President, Controller	John Lindow			2017.0	MAS.N
9	52.0	Vice President, General Counsel, Secretary	Kenneth Cole			2013.0	MAS.N
10	54.0	Vice President - Strategy and Corporate Development	Amit Bhargava			2015.0	MAS.N
11	53.0	Independent Director	Mark Alexander			2014.0	MAS.N
12	46.0	Independent Director	Marie Ffolkes			2017.0	MAS.N
13	54.0	Independent Director	Christopher O'Herlihy			2013.0	MAS.N
14	65.0	Independent Director	Donald Parfet			2012.0	MAS.N
15	59.0	Independent Director	Lisa Payne			2006.0	MAS.N
16	64.0	Independent Director	John Plant			2012.0	MAS.N
17	58.0	Independent Director	Charles Stevens			2018.0	MAS.N
18	58.0	Independent Director	Reginald Turner			2015.0	MAS.N
19		Vice President, Treasurer and Investor Relations	David Chaika			2017.0	MAS.N
0	61.0	Independent Chairman of the Board	Richard Haythornthwaite			2006.0	MA.N
1	55.0	President, Chief Executive Officer, Director	Ajaypal Banga			2010.0	MA.N
2	61.0	Vice Chairman of the Board	Ann Cairns			2018.0	MA.N
3	58.0	Chief Financial Officer	Martina Hund-Mejean			2007.0	MA.N
4		President - International	Gilberto Caldart			2018.0	MA.N
5		President - Latin America and Caribbean Region	Carlo Enrico			2018.0	MA.N
6		Vice Chairman and President, Strategic Growth	Michael Froman				MA.N
7		Co-President, Asia/Pacific	Hai Ling			2015.0	MA.N
8		President - Middle East and Africa	Raghu Malhotra			2016.0	MA.N
9	52.0	President - Operations and Technology	Edward McLaughlin			2017.0	MA.N
10		President, Europe	Javier Perez			2015.0	MA.N
11		President - Sub-Saharan Africa	Raghav Prasad			2018.0	MA.N
12		Co-President - Asia Pacific	Ari Sarker			2015.0	MA.N
13		President - Consumer Products and Processing	Andrea Scerch			2016.0	MA.N
14		President - U.S. Issuers	Raj Seshadri			2016.0	MA.N
15	51.0	President - North America Markets	Craig Vosburg			2016.0	MA.N
16	52.0	Chief Human Resource Officer	Michael Fraccaro			2016.0	MA.N
17		Chief Marketing and Communications Officer and President - Healthcare	Raja Rajamannar			2016.0	MA.N
18	51.0	General Counsel	Timothy Murphy			2014.0	MA.N
19		Chief Enterprise Security Solutions Officer	Ajay Bhalla				MA.N
20		Chief Product Officer	Michael Miebach			2016.0	MA.N
21		Chief Services Officer	Kevin Stanton			2017.0	MA.N
22		President - New Payments Platforms	David Yates				MA.N
23	70.0	Independent Director	Silvio Barzi			2008.0	MA.N
24	64.0	Independent Director	David Carlucci			2006.0	MA.N
25	61.0	Independent Director	Steven Freiberg			2006.0	MA.N
26	56.0	Independent Director	Julius Genachowski			2014.0	MA.N
27	54.0	Independent Director	Choon Phong Goh			2018.0	MA.N
28	60.0	Independent Director	Merit Janow			2014.0	MA.N
29	70.0	Independent Director	Nancy Karch			2007.0	MA.N
30	54.0	Independent Director	Oki Matsumoto			2016.0	MA.N
31	53.0	Independent Director	Rima Qureshi			2011.0	MA.N
32	66.0	Independent Director	Jose Reyes Lagunes			2008.0	MA.N
33	67.0	Independent Director	Jackson Tai			2008.0	MA.N
0	53.0	Executive Chairman of the Board, Chief Executive Officer	Ynon Kreiz			2018.0	MAT.OQ
1	50.0	President and Chief Operating Officer	Richard Dickson			2015.0	MAT.OQ
2	62.0	Chief Financial Officer	Joseph Euteneuer			2017.0	MAT.OQ
3	63.0	Chief Human Resource Officer, Executive Vice President	Richard Gros			2015.0	MAT.OQ
4	58.0	Executive Vice President, Chief Legal Officer and Secretary	Robert Normile			2011.0	MAT.OQ
5	52.0	Executive Vice President and Chief Strategic Technology Officer	Geoffrey Walker			2013.0	MAT.OQ
6		Chief Technology Officer	Sven Gerjets			2017.0	MAT.OQ
7		Executive Director	Soren Laursen			2018.0	MAT.OQ
8		Chief Communication Officer	Nancy Elder			2017.0	MAT.OQ
9	42.0	Chief People Officer	Amy Thompson			2017.0	MAT.OQ
10	71.0	Lead Independent Director	Michael Dolan			2015.0	MAT.OQ
11	38.0	Director	Adriana Cisneros			2018.0	MAT.OQ
12	55.0	Director	Roger Lynch			2018.0	MAT.OQ
13	66.0	Director	Judy Olian			2018.0	MAT.OQ
14	73.0	Independent Director	Frances Fergusson			2006.0	MAT.OQ
15	56.0	Independent Director	Ann Lewnes			2015.0	MAT.OQ
16	59.0	Independent Director	Dominic Ng			2006.0	MAT.OQ
17	58.0	Independent Director	Vasant Prabhu			2007.0	MAT.OQ
0	68.0	Independent Chairman of the Board	William Sullivan			2016.0	MXIM.OQ
1	60.0	President, Chief Executive Officer, Director	Tunc Doluca			2007.0	MXIM.OQ
2	57.0	Chief Financial Officer, Senior Vice President	Bruce Kiddoo			2010.0	MXIM.OQ
3	61.0	Senior Vice President, General Counsel	Edwin Medlin			2015.0	MXIM.OQ
4	58.0	Senior Vice President - Technology and Manufacturing Operations	Vivek Jain			2009.0	MXIM.OQ
5	52.0	Senior Vice President - New Ventures	Christopher Neil			2015.0	MXIM.OQ
6	56.0	Senior Vice President - Quality	Bryan Preeshl				MXIM.OQ
7	48.0	Principal Accounting Officer, Vice President	Sumeet Gagneja			2017.0	MXIM.OQ
8	57.0	Vice President - Worldwide Sales and Marketing	David Loftus			2015.0	MXIM.OQ
9	57.0	Vice President	David Caron			2017.0	MXIM.OQ
10	58.0	Independent Director	Tracy Accardi			2016.0	MXIM.OQ
11	76.0	Independent Director	James Bergman			1988.0	MXIM.OQ
12	70.0	Independent Director	Joseph Bronson			2007.0	MXIM.OQ
13	60.0	Independent Director	Robert Grady			2008.0	MXIM.OQ
14	65.0	Independent Director	William Watkins			2008.0	MXIM.OQ
15	56.0	Independent Director	MaryAnn Wright			2016.0	MXIM.OQ
16		Managing Director	Kathy Ta			2014.0	MXIM.OQ
0	60.0	Chairman of the Board, President, Chief Executive Officer	Lawrence Kurzius			2017.0	MKC.N
1	53.0	Executive Vice President and Chief Financial Officer	Michael Smith			2016.0	MKC.N
2	52.0	President - Global Consumer and North America	Brendan Foley			2016.0	MKC.N
3	57.0	President - Global Industrial and McCormick International	Malcolm Swift			2016.0	MKC.N
4	48.0	Vice President, General Counsel, Secretary	Jeffery Schwartz			2014.0	MKC.N
5	61.0	Lead Independent Director	Michael Mangan			2009.0	MKC.N
6	51.0	Independent Director	Michael Conway			2015.0	MKC.N
7	71.0	Independent Director	J. Michael Fitzpatrick			2001.0	MKC.N
8	67.0	Independent Director	Freeman Hrabowski			1997.0	MKC.N
9	57.0	Independent Director	Patricia Little			2010.0	MKC.N
10	66.0	Independent Director	Maritza Montiel			2015.0	MKC.N
11	60.0	Independent Director	Margaret Preston			2003.0	MKC.N
12	65.0	Independent Director	Gary Rodkin			2017.0	MKC.N
13	59.0	Independent Director	Jacques Tapiero			2012.0	MKC.N
14	62.0	Independent Director	W. Anthony Vernon			2017.0	MKC.N
15		Vice President Investor Relations	Kasey Jenkins			2017.0	MKC.N
0	62.0	Independent Chairman of the Board	Enrique Hernandez			2017.0	MCD.N
1	50.0	President, Chief Executive Officer, Director	Stephen Easterbrook			2015.0	MCD.N
2	54.0	Corporate Executive Vice President and Chief Financial Officer	Kevin Ozan			2015.0	MCD.N
3	49.0	President - Foundational Markets	Ian Borden			2015.0	MCD.N
4	44.0	President - High Growth Markets	Joseph Erlinger			2016.0	MCD.N
5	66.0	President, International Lead Markets and Chief Restaurant Officer	Douglas Goare			2015.0	MCD.N
6	49.0	President, McDonald’s USA	Christopher Kempczinski			2017.0	MCD.N
7	59.0	Corporate Executive Vice President-Operations and Technology Systems, Corporate Senior Vice President, Chief Information Officer	James Sappington			2015.0	MCD.N
8	54.0	Executive Vice President, Global Chief Marketing Officer	Silvia Lagnado			2015.0	MCD.N
9	53.0	Corporate Executive Vice President, General Counsel and Secretary	Jerome Krulewitch			2017.0	MCD.N
10	49.0	Corporate Executive Vice President, Chief People Officer	David Fairhurst			2015.0	MCD.N
11	47.0	Corporate Executive Vice President, Global Chief Communications Officer	Robert Gibbs			2017.0	MCD.N
12	46.0	Corporate Vice President and Chief Accounting Officer	Catherine Hoovel			2016.0	MCD.N
13	67.0	Independent Director	Lloyd Dean			2015.0	MCD.N
14	63.0	Independent Director	Robert Eckert			2003.0	MCD.N
15	54.0	Independent Director	Margaret Georgiadis			2015.0	MCD.N
16	66.0	Independent Director	Jeanne Jackson			1999.0	MCD.N
17	66.0	Independent Director	Richard Lenny			2005.0	MCD.N
18	52.0	Independent Director	John Mulligan			2015.0	MCD.N
19	72.0	Independent Director	Sheila Penrose			2006.0	MCD.N
20	60.0	Independent Director	John Rogers			2003.0	MCD.N
21	63.0	Independent Director	Miles White			2009.0	MCD.N
0	59.0	Chairman of the Board, Chief Executive Officer	John Hammergren			2018.0	MCK.N
1	52.0	President, Chief Operating Officer	Brian Tyler			2018.0	MCK.N
2	49.0	Chief Financial Officer, Executive Vice President	Britt Vitalone			2018.0	MCK.N
3	62.0	Executive Vice President, Chief Technology Officer, Chief Information Officer	Kathleen McElligott			2015.0	MCK.N
4	56.0	Executive Vice President, Chief Compliance Officer, General Counsel	Lori Schechter			2014.0	MCK.N
5	57.0	Executive Vice President - Human Resources	Jorge Figueredo			2008.0	MCK.N
6	62.0	Executive Vice President, Group President	Paul Julian			2004.0	MCK.N
7	53.0	Executive Vice President - Corporate Strategy and Business Development	Bansi Nagji			2015.0	MCK.N
8	46.0	Senior Vice President, Principal Accounting Officer, Corporate Controller	Sundeep Reddy			2018.0	MCK.N
9	71.0	Lead Independent Director	Edward Mueller			2015.0	MCK.N
10	68.0	Independent Director	Andrew Bryant			2008.0	MCK.N
11	62.0	Independent Director	Dominic Caruso			2018.0	MCK.N
12	58.0	Independent Director	N. Coles			2014.0	MCK.N
13	67.0	Independent Director	M. Christine Jacobs			1999.0	MCK.N
14	67.0	Independent Director	Donald Knauss			2014.0	MCK.N
15	71.0	Independent Director	Marie Knowles			2002.0	MCK.N
16	62.0	Independent Director	Bradley Lerman			2018.0	MCK.N
17	53.0	Independent Director	Susan Salka			2014.0	MCK.N
18		Senior Vice President, Investor Relations	Craig Mercer			2017.0	MCK.N
0	62.0	Chairman of the Board, Chief Executive Officer	Omar Ishrak			2011.0	MDT.N
1	51.0	Chief Financial Officer, Executive Vice President	Karen Parkhill			2016.0	MDT.N
2	51.0	Chief Human Resource Officer, Senior Vice President	Carol Surface			2015.0	MDT.N
3	55.0	Executive Vice President, Group President - Cardiac and Vascular Group	Michael Coyle			2015.0	MDT.N
4	47.0	Executive Vice President and Group President of the Diabetes Group	Hooman Hakami			2015.0	MDT.N
5	56.0	Executive Vice President and President - EMEAC	Robert ten Hoedt			2015.0	MDT.N
6	47.0	Executive Vice President and President - Restorative Therapies Group	Geoffrey Martha			2015.0	MDT.N
7	56.0	Executive Vice President and President of Medtronic’s Minimally Invasive Therapies Group	Robert White			2017.0	MDT.N
8	60.0	Senior Vice President and Chief Scientific, Clinical and Regulatory Officer	Richard Kuntz			2015.0	MDT.N
9	62.0	Senior Vice President, General Counsel, Corporate secretary	Bradley Lerman			2015.0	MDT.N
10	62.0	Lead Independent Director	Richard Anderson			2015.0	MDT.N
11	57.0	Independent Director	Craig Arnold			2015.0	MDT.N
12	56.0	Independent Director	Scott Donnelly			2013.0	MDT.N
13	62.0	Independent Director	Randall Hogan			2015.0	MDT.N
14	71.0	Independent Director	Shirley Jackson			2002.0	MDT.N
15	67.0	Independent Director	Michael Leavitt			2011.0	MDT.N
16	68.0	Independent Director	James Lenehan			2007.0	MDT.N
17	65.0	Independent Director	Elizabeth Nabel			2014.0	MDT.N
18	59.0	Independent Director	Denise O'Leary			2000.0	MDT.N
19	63.0	Independent Director	Kendall Powell			2015.0	MDT.N
20	72.0	Independent Director	Robert Pozen			2004.0	MDT.N
21		Vice President - Investor Relations	Ryan Weispfenning				MDT.N
0	63.0	Chairman of the Board, President, Chief Executive Officer	Kenneth Frazier			2011.0	MRK.N
1	51.0	Chief Financial Officer, Executive Vice President	Robert Davis			2014.0	MRK.N
2	57.0	Chief Human Resource Officer	Steven Mizell			2018.0	MRK.N
3	63.0	Executive Vice President - Human Resources	Mirian Graddick-Weir			2009.0	MRK.N
4	58.0	Executive Vice President and President - Merck Manufacturing Division	Sanat Chattopadhyay			2016.0	MRK.N
5	55.0	Executive Vice President, President - Merck Animal Health	Richard DeLuca			2011.0	MRK.N
6	62.0	Executive Vice President and Chief Patient Officer, Strategic Communications, Global Public Policy and Population Health	Julie Gerberding			2016.0	MRK.N
7	66.0	Executive Vice President, President - Merck Research Laboratories	Roger Perlmutter			2013.0	MRK.N
8	53.0	Executive Vice President, President - Global Human Health	Adam Schechter			2010.0	MRK.N
9	54.0	Senior Vice President Finance - Global Controller	Rita Karachun			2014.0	MRK.N
10	49.0	Senior Vice President, Chief Ethics and Compliance Officer	Ashley Watson			2015.0	MRK.N
11		Chief Information and Digital Officer	Jim Scholefield			2018.0	MRK.N
12		General Counsel	Jennifer Zachary			2018.0	MRK.N
13	65.0	Lead Independent Director	Leslie Brun			2016.0	MRK.N
14	71.0	Independent Director	Thomas Cech			2009.0	MRK.N
15	61.0	Independent Director	Pamela Craig			2015.0	MRK.N
16	58.0	Independent Director	Thomas Glocer			2007.0	MRK.N
17	70.0	Independent Director	Rochelle Lazarus			2004.0	MRK.N
18	66.0	Independent Director	John Noseworthy			2017.0	MRK.N
19	60.0	Independent Director	Paul Rothman			2015.0	MRK.N
20	66.0	Independent Director	Patricia Russo			1995.0	MRK.N
21	64.0	Independent Director	Inge Thulin			2018.0	MRK.N
22	58.0	Independent Director	Wendell Weeks			2004.0	MRK.N
23	67.0	Independent Director	Peter Wendell			2003.0	MRK.N
0	66.0	Chairman of the Board, President, Chief Executive Officer	Steven Kandarian			2012.0	MET.N
1	44.0	Chief Financial Officer, Executive Vice President	John McCallion			2018.0	MET.N
2	54.0	President, U.S. Business, President, EMEA	Michel Khalaf			2017.0	MET.N
3		President - Asia Region	Kishore Ponnavolu			2018.0	MET.N
4	54.0	Chief Human Resource Officer, Executive Vice President	Susan Podlogar			2017.0	MET.N
5	59.0	Executive Vice President, Chief Investment Officer	Steven Goulart			2011.0	MET.N
6	59.0	Executive Vice President, Global Chief Marketing Officer	Esther Lee			2015.0	MET.N
7	42.0	Executive Vice President, Chief Risk Officer	Ramy Tadros			2017.0	MET.N
8		Executive Vice President, Treasurer	Ed Spehar			2018.0	MET.N
9	58.0	Executive Vice President, Head - Global Technology and Operations	Martin Lippert			2011.0	MET.N
10	47.0	Senior Vice President, Interim General Counsel	Stephen Gauster			2017.0	MET.N
11		Chief Accounting Officer	William O'Donnell			2018.0	MET.N
12		Chief Communications Officer	Randy Clerihue			2018.0	MET.N
13		Head - Global Employee Communication	Jennifer Gottlieb			2018.0	MET.N
14		Chief Sustainability Officer	Timothy Ring			2018.0	MET.N
15	60.0	Lead Independent Director	Robert Hubbard			2017.0	MET.N
16	65.0	Independent Director	Cheryl Grise			2017.0	MET.N
17	64.0	Independent Director	Carlos Gutierrez			2015.0	MET.N
18	66.0	Independent Director	Gerald Hassell			2018.0	MET.N
19	58.0	Independent Director	David Herzog			2017.0	MET.N
20	65.0	Independent Director	Edward Kelly			2015.0	MET.N
21	61.0	Independent Director	William Kennard			2015.0	MET.N
22	70.0	Independent Director	James Kilts			2005.0	MET.N
23	66.0	Independent Director	Catherine Kinney			2009.0	MET.N
24		Independent Director	Diana McKenzie			2018.0	MET.N
25	64.0	Independent Director	Denise Morrison			2014.0	MET.N
0	63.0	Chairman of the Board	Robert Spoerry			2009.0	MTD.N
1	51.0	President, Chief Executive Officer, Director	Oliver Filliol			2009.0	MTD.N
2	49.0	Chief Financial Officer	Shawn Vadala			2014.0	MTD.N
3	56.0	Executive Vice President	William Donnelly			2014.0	MTD.N
4	57.0	Head of Industrial	Michael Heidingsfelder			2012.0	MTD.N
5	58.0	Head - Product Inspection	Simon Kirk			2012.0	MTD.N
6	52.0	Head - Human Resources	Christian Magloth			2010.0	MTD.N
7	55.0	Head - Process Analytics	Waldemar Rauch			2008.0	MTD.N
